583,583,583,583,583,583,583,583,583,-1,-1,344,345,346,-1,59,60,60,60,60,61,-1,-1,401,402,403,-1,-1,-1,-1,-1,1217,1274,1275,1218,-1,-1,-1,-1,-1,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,401,402,403,-1,59,60,60,60,60,61,-1,-1,458,459,460,-1,-1,-1,-1,1217,1274,1333,1334,1275,1218,-1,-1,-1,-1,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,458,459,460,-1,116,117,117,117,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,1274,1331,332,332,1332,1275,-1,-1,-1,-1,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,829,830,830,830,831,-1,-1,1331,-1,-1,-1,-1,1332,-1,-1,-1,-3,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,1219,1220,-1,-1,-1,-1,-1,-1,-1,886,498,887,498,888,-1,-1,872,332,873,873,332,874,-1,344,345,346,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,1217,1274,1275,1218,-1,-1,-1,-1,-1,-1,886,887,887,887,888,-1,-1,872,873,264,873,873,874,-1,401,402,403,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,1217,1274,1333,1334,1275,1218,-1,-1,-1,-1,-1,886,498,887,498,888,-1,-1,-1,-1,408,-1,-1,-1,-1,458,459,460,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,1274,1331,332,332,1332,1275,-1,-1,-1,-1,-1,886,887,210,887,888,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,526,-3,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,1331,-1,-1,-1,-1,1332,-1,-1,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,406,462,465,465,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
640,640,640,640,640,640,640,640,640,-1,-1,-1,872,332,873,873,332,874,-1,-1,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,408,-1,-1,-1,634,635,635,635,635,635,635,635,635,635,635,635,635,635,635
583,583,583,583,583,583,583,583,583,-1,-1,-1,872,873,264,873,873,874,-1,526,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,-1,-1,-3,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,408,526,-1,-1,-1,-1,344,345,346,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,463,465,465,465,465,465,465,465,465,465,465,405,-1,-1,526,-1,-1,408,-1,-1,-1,-1,-1,401,402,403,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,-1,-1,-5,-1,-1,1219,1220,-1,-1,-1,-1,-1,463,404,465,465,465,465,464,1219,1220,-1,-1,-1,458,459,460,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,-1,-1,-1,1217,1274,1275,1218,-1,-1,344,345,346,408,515,516,517,-1,1217,1274,1275,1218,-1,-1,-1,-1,-3,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,526,-1,-1,1217,1274,1333,1334,1275,1218,-1,401,402,403,408,572,573,574,1217,1274,1333,1334,1275,1218,-1,526,-1,-3,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,-1,-1,1274,1331,332,332,1332,1275,-1,458,459,460,408,629,630,631,1274,1331,332,332,1332,1275,-1,-1,-1,-3,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,-1,-1,-1,1331,-1,-1,-1,-1,1332,-1,-1,-1,-1,408,-1,-1,-1,1331,-1,-1,-1,-1,1332,-1,-1,-1,-1,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,-1,-1,872,332,873,873,332,874,-1,686,687,688,408,344,345,346,872,332,873,873,332,874,-1,-1,-1,-3,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,526,-1,-1,526,872,873,264,873,873,874,-1,743,744,745,408,401,402,403,872,873,264,873,873,874,-1,-1,-1,-1,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,800,801,802,408,458,459,460,-1,-1,408,-1,-1,-1,-1,-1,-1,-1,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,-1,-1,-1,-1,-1,-1,-1,-1,-1,463,465,465,465,465,465,465,465,462,465,465,465,465,465,464,-1,-1,-1,-1,-1,-1,-1,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
